decade,region_txt,country_txt,attacktype1_txt,targtype1_txt,weaptype1_txt,casualty_level,support,total_killed,total_wounded,total_casualties,avg_casualties_per_event,cuboid_level
ALL,ALL,ALL,ALL,Government (General),Explosives,ALL,9535,11824.0,32191.0,44015.0,4.616151022548506,2
ALL,ALL,ALL,ALL,Government (General),ALL,0_None,9483,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,Facility/Infrastructure Attack,ALL,ALL,0_None,9411,0.0,0.0,0.0,0.0,2
ALL,Middle East & North Africa,ALL,Armed Assault,ALL,ALL,ALL,9273,26201.0,14894.0,41095.0,4.431683381861318,2
ALL,Middle East & North Africa,ALL,ALL,Military,ALL,ALL,9269,34261.0,28916.0,63177.0,6.815945625202287,2
ALL,South America,ALL,ALL,ALL,Explosives,ALL,9098,4402.0,10863.0,15265.0,1.6778412837986372,2
ALL,South America,ALL,Bombing/Explosion,ALL,ALL,ALL,9039,4318.0,10933.0,15251.0,1.6872441641774532,2
ALL,ALL,ALL,Armed Assault,ALL,ALL,0_None,8976,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,Armed Assault,Police,ALL,ALL,8885,22937.0,13902.0,36839.0,4.146201463140124,2
ALL,ALL,Iraq,ALL,Private Citizens & Property,ALL,ALL,8747,32700.0,63208.0,95908.0,10.964673602377959,2
ALL,Western Europe,ALL,ALL,ALL,Explosives,ALL,8657,2758.0,14368.0,17126.0,1.9782834700242578,2
2010s,ALL,ALL,ALL,Government (General),ALL,ALL,8639,11621.0,16567.0,28188.0,3.2628776478759116,2
ALL,ALL,ALL,ALL,Private Citizens & Property,ALL,2_Medium_6_20,8548,41077.0,47802.5,88879.5,10.39769536733739,2
ALL,Western Europe,ALL,Bombing/Explosion,ALL,ALL,ALL,8508,2525.0,14046.0,16571.0,1.947696285848613,2
ALL,South Asia,ALL,ALL,Police,ALL,ALL,8471,22674.0,24433.0,47107.0,5.560972730492268,2
ALL,ALL,ALL,Facility/Infrastructure Attack,ALL,Incendiary,ALL,8314,2222.0,2544.0,4766.0,0.5732499398604763,2
ALL,South America,Colombia,ALL,ALL,ALL,ALL,8306,14698.0,10328.0,25026.0,3.0130026486876957,2
ALL,ALL,ALL,ALL,Government (General),Firearms,ALL,8265,12098.0,7148.0,19246.0,2.328614640048397,2
ALL,ALL,ALL,Bombing/Explosion,Government (General),ALL,ALL,8214,9388.0,27814.0,37202.0,4.529096664231799,2
2000s,Middle East & North Africa,ALL,ALL,ALL,ALL,ALL,8113,28906.0,62220.0,91126.0,11.232096635030198,2
ALL,ALL,Pakistan,ALL,ALL,Explosives,ALL,8095,13558.0,34980.0,48538.0,5.996046942557134,2
2000s,South Asia,ALL,ALL,ALL,ALL,ALL,8026,21521.0,37886.0,59407.0,7.401819087964117,2
ALL,ALL,ALL,ALL,ALL,Firearms,2_Medium_6_20,7945,55596.0,25188.5,80784.5,10.167967275015734,2
2000s,ALL,ALL,ALL,ALL,Firearms,ALL,7864,23033.0,13782.0,36815.0,4.68145981688708,2
2000s,ALL,ALL,ALL,ALL,ALL,0_None,7715,0.0,0.0,0.0,0.0,2
1980s,ALL,ALL,Armed Assault,ALL,ALL,ALL,7703,40645.0,9656.0,50301.0,6.530053226015838,2
ALL,ALL,ALL,Armed Assault,ALL,ALL,2_Medium_6_20,7702,53968.0,25783.5,79751.5,10.354648143339393,2
2000s,ALL,ALL,ALL,Private Citizens & Property,ALL,ALL,7669,30572.0,61553.0,92125.0,12.012648324423001,2
ALL,ALL,Pakistan,Bombing/Explosion,ALL,ALL,ALL,7613,12302.0,33007.0,45309.0,5.951530277157493,2
ALL,ALL,ALL,ALL,Military,ALL,0_None,7564,0.0,0.0,0.0,0.0,2
ALL,Sub-Saharan Africa,ALL,ALL,ALL,Firearms,ALL,7499,38870.0,15278.0,54148.0,7.220696092812375,2
1980s,Central America & Caribbean,ALL,ALL,ALL,ALL,ALL,7490,26085.0,6177.0,32262.0,4.307343124165554,2
ALL,ALL,ALL,ALL,ALL,Unknown,0_None,7316,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,Unknown,ALL,Unknown,ALL,7267,32379.0,14725.0,47104.0,6.481904499793587,2
ALL,Sub-Saharan Africa,ALL,ALL,ALL,ALL,1_Low_1_5,7243,11058.0,5659.0,16717.0,2.308021538036725,2
1990s,ALL,ALL,Armed Assault,ALL,ALL,ALL,7125,35269.0,18615.0,53884.0,7.562666666666667,2
ALL,ALL,Iraq,ALL,ALL,ALL,2_Medium_6_20,7094,24067.0,47715.0,71782.0,10.118691852269524,2
2010s,ALL,ALL,ALL,ALL,Unknown,ALL,7071,23501.0,8785.0,32286.0,4.565973695375478,2
ALL,South Asia,ALL,ALL,ALL,ALL,2_Medium_6_20,7024,33010.0,39284.0,72294.0,10.29242596810934,2
ALL,ALL,ALL,Hostage Taking (Kidnapping),ALL,ALL,0_None,6976,0.0,0.0,0.0,0.0,2
ALL,Southeast Asia,Philippines,ALL,ALL,ALL,ALL,6908,9559.0,13367.0,22926.0,3.3187608569774176,2
ALL,Middle East & North Africa,ALL,ALL,Police,ALL,ALL,6893,17020.0,25568.0,42588.0,6.178441897577252,2
2010s,Southeast Asia,ALL,ALL,ALL,ALL,ALL,6855,4595.0,9347.0,13942.0,2.033843909555069,2
ALL,ALL,Afghanistan,ALL,ALL,Explosives,ALL,6777,18596.0,28886.0,47482.0,7.006344990408736,2
ALL,ALL,Afghanistan,ALL,ALL,ALL,1_Low_1_5,6561,10132.0,6834.0,16966.0,2.585886297820454,2
ALL,ALL,Pakistan,ALL,ALL,ALL,1_Low_1_5,6548,7181.0,6615.0,13796.0,2.106902871105681,2
ALL,South America,ALL,ALL,ALL,Firearms,ALL,6525,20938.0,4416.0,25354.0,3.8856704980842913,2
2010s,ALL,ALL,ALL,Business,ALL,ALL,6451,11108.0,23995.0,35103.0,5.441481940784374,2
2010s,ALL,India,ALL,ALL,ALL,ALL,6348,3851.0,5727.0,9578.0,1.5088216761184625,2
2010s,ALL,ALL,Hostage Taking (Kidnapping),ALL,ALL,ALL,6345,19788.0,4787.0,24575.0,3.8731284475965326,2
2000s,ALL,ALL,Armed Assault,ALL,ALL,ALL,6324,22996.0,13892.0,36888.0,5.8330170777988615,2
ALL,Sub-Saharan Africa,ALL,ALL,ALL,Explosives,ALL,6319,22263.0,31316.0,53579.0,8.479031492324735,2
ALL,ALL,Afghanistan,Bombing/Explosion,ALL,ALL,ALL,6245,16770.0,26563.0,43333.0,6.938831064851882,2
1990s,ALL,ALL,ALL,Private Citizens & Property,ALL,ALL,6202,26577.0,19978.0,46555.0,7.5064495324089,2
ALL,South America,Peru,ALL,ALL,ALL,ALL,6096,12771.0,4078.0,16849.0,2.7639435695538057,2
1970s,ALL,ALL,ALL,ALL,ALL,0_None,6030,0.0,0.0,0.0,0.0,2
ALL,Southeast Asia,ALL,ALL,ALL,ALL,1_Low_1_5,6009,6215.0,5712.0,11927.0,1.9848560492594443,2
ALL,Sub-Saharan Africa,ALL,Armed Assault,ALL,ALL,ALL,6004,42224.0,15716.0,57940.0,9.650233177881413,2
ALL,ALL,ALL,Assassination,Government (General),ALL,ALL,5982,7068.0,5866.0,12934.0,2.1621531260448013,2
ALL,Central America & Caribbean,ALL,ALL,ALL,ALL,0_None,5894,0.0,0.0,0.0,0.0,2
ALL,Sub-Saharan Africa,ALL,ALL,ALL,ALL,0_None,5796,0.0,0.0,0.0,0.0,2
1990s,South America,ALL,ALL,ALL,ALL,ALL,5763,9625.0,6208.0,15833.0,2.747353808780149,2
ALL,ALL,ALL,ALL,Military,ALL,2_Medium_6_20,5740,35084.0,24632.0,59716.0,10.40348432055749,2
ALL,Sub-Saharan Africa,ALL,ALL,Private Citizens & Property,ALL,ALL,5718,38420.0,18955.0,57375.0,10.034102833158448,2
ALL,South America,ALL,ALL,ALL,ALL,1_Low_1_5,5698,8049.0,3675.0,11724.0,2.0575640575640577,2
ALL,South Asia,ALL,ALL,Military,ALL,ALL,5696,21163.0,19013.0,40176.0,7.053370786516854,2
ALL,Central America & Caribbean,ALL,ALL,ALL,Firearms,ALL,5679,25308.0,5824.0,31132.0,5.481951047719669,2
ALL,Southeast Asia,ALL,ALL,ALL,Firearms,ALL,5634,9420.0,5812.0,15232.0,2.703585374511892,2
ALL,ALL,ALL,ALL,Utilities,ALL,0_None,5627,0.0,0.0,0.0,0.0,2
ALL,ALL,Pakistan,ALL,ALL,ALL,0_None,5583,0.0,0.0,0.0,0.0,2
ALL,Sub-Saharan Africa,ALL,Bombing/Explosion,ALL,ALL,ALL,5557,16261.0,28448.0,44709.0,8.045528162677703,2
2010s,ALL,ALL,Assassination,ALL,ALL,ALL,5500,6332.0,6214.0,12546.0,2.281090909090909,2
ALL,ALL,ALL,ALL,Police,ALL,0_None,5489,0.0,0.0,0.0,0.0,2
1980s,ALL,ALL,ALL,Military,ALL,ALL,5482,28741.0,8658.0,37399.0,6.822145202480846,2
ALL,South Asia,ALL,ALL,Government (General),ALL,ALL,5463,8893.0,14555.0,23448.0,4.29214717188358,2
ALL,ALL,ALL,Bombing/Explosion,Utilities,ALL,ALL,5452,1270.0,1020.0,2290.0,0.42002934702861333,2
ALL,ALL,ALL,ALL,Utilities,Explosives,ALL,5425,1082.0,1004.0,2086.0,0.38451612903225807,2
ALL,ALL,ALL,ALL,ALL,Unknown,1_Low_1_5,5424,8384.0,2894.0,11278.0,2.079277286135693,2
1990s,Middle East & North Africa,ALL,ALL,ALL,ALL,ALL,5423,13689.0,14052.0,27741.0,5.115434261478886,2
ALL,ALL,ALL,Bombing/Explosion,Unknown,ALL,ALL,5376,2819.0,2959.0,5778.0,1.0747767857142858,2
ALL,ALL,ALL,ALL,Unknown,Explosives,ALL,5368,2803.0,2954.0,5757.0,1.0724664679582712,2
ALL,Central America & Caribbean,El Salvador,ALL,ALL,ALL,ALL,5320,12053.0,5062.0,17115.0,3.2171052631578947,2
ALL,Western Europe,ALL,ALL,ALL,ALL,1_Low_1_5,5272,4247.0,3572.0,7819.0,1.4831183611532626,2
ALL,ALL,ALL,Hostage Taking (Kidnapping),ALL,Firearms,ALL,5256,12348.0,3034.0,15382.0,2.9265601217656014,2
ALL,ALL,ALL,ALL,ALL,Explosives,3_High_21_100,5244,64133.0,146764.0,210897.0,40.21681922196797,2
ALL,Western Europe,United Kingdom,ALL,ALL,ALL,ALL,5235,3410.0,6106.0,9516.0,1.8177650429799428,2
1990s,ALL,ALL,Assassination,ALL,ALL,ALL,5201,7189.0,2758.0,9947.0,1.9125168236877523,2
2000s,ALL,Iraq,ALL,ALL,ALL,ALL,5189,22707.0,49427.0,72134.0,13.901329735979958,2
1980s,ALL,ALL,Assassination,ALL,ALL,ALL,5165,7080.0,1908.0,8988.0,1.7401742497579864,2
1980s,ALL,ALL,ALL,Private Citizens & Property,ALL,ALL,5165,17114.0,10597.0,27711.0,5.36515004840271,2
ALL,Southeast Asia,ALL,ALL,ALL,Explosives,ALL,5039,4164.0,19002.0,23166.0,4.597340742210756,2
ALL,ALL,India,ALL,ALL,ALL,1_Low_1_5,5035,5953.0,3914.0,9867.0,1.959682224428997,2
ALL,ALL,India,ALL,ALL,Explosives,ALL,5030,6382.0,21932.0,28314.0,5.629025844930418,2
ALL,ALL,ALL,ALL,Business,ALL,1_Low_1_5,5023,4733.0,6170.0,10903.0,2.170615170217002,2
ALL,ALL,Pakistan,ALL,ALL,Firearms,ALL,5000,9109.0,6373.0,15482.0,3.0964,2
ALL,ALL,ALL,Bombing/Explosion,ALL,ALL,3_High_21_100,4997,58534.0,141800.0,200334.0,40.09085451270762,2
ALL,ALL,ALL,Hostage Taking (Kidnapping),ALL,Unknown,ALL,4914,5717.0,1038.0,6755.0,1.3746438746438747,2
ALL,ALL,India,ALL,ALL,ALL,0_None,4862,0.0,0.0,0.0,0.0,2
1980s,ALL,ALL,ALL,Business,ALL,ALL,4847,3280.0,8227.0,11507.0,2.3740458015267176,2
1990s,South Asia,ALL,ALL,ALL,ALL,ALL,4840,16655.0,23638.0,40293.0,8.325,2
ALL,ALL,India,Bombing/Explosion,ALL,ALL,ALL,4825,5830.0,20847.0,26677.0,5.528911917098446,2
ALL,Southeast Asia,ALL,Bombing/Explosion,ALL,ALL,ALL,4818,3854.0,18547.0,22401.0,4.649439601494396,2
2010s,ALL,ALL,ALL,Unknown,ALL,ALL,4812,2145.0,832.0,2977.0,0.6186616791354946,2
ALL,Southeast Asia,ALL,ALL,ALL,ALL,0_None,4770,0.0,0.0,0.0,0.0,2
1980s,Western Europe,ALL,ALL,ALL,ALL,ALL,4767,2259.0,6117.0,8376.0,1.7570799244808055,2
1970s,Western Europe,ALL,ALL,ALL,ALL,ALL,4694,2648.0,2845.0,5493.0,1.1702172986791648,2
ALL,ALL,India,ALL,ALL,Firearms,ALL,4530,10470.0,5384.0,15854.0,3.4997792494481237,2
1970s,ALL,ALL,ALL,ALL,Explosives,ALL,4492,1944.0,5777.0,7721.0,1.718833481745325,2
2000s,ALL,ALL,ALL,ALL,ALL,2_Medium_6_20,4401,18713.0,27510.0,46223.0,10.50284026357646,2
1990s,ALL,ALL,ALL,Business,ALL,ALL,4398,3201.0,7380.0,10581.0,2.4058663028649385,2
ALL,ALL,ALL,ALL,Unknown,ALL,0_None,4398,0.0,0.0,0.0,0.0,2
ALL,Central America & Caribbean,ALL,Armed Assault,ALL,ALL,ALL,4361,23233.0,5459.0,28692.0,6.5792249484063285,2
ALL,ALL,Iraq,ALL,ALL,ALL,0_None,4353,0.0,0.0,0.0,0.0,2
2010s,ALL,ALL,Facility/Infrastructure Attack,ALL,ALL,ALL,4339,1131.0,1431.0,2562.0,0.5904586310209726,2
ALL,ALL,ALL,Bombing/Explosion,Transportation,ALL,ALL,4335,8601.0,28588.0,37189.0,8.578777393310265,2
ALL,ALL,ALL,ALL,Private Citizens & Property,Unknown,ALL,4335,15704.0,4962.0,20666.0,4.76724336793541,2
1970s,ALL,ALL,Bombing/Explosion,ALL,ALL,ALL,4320,2107.0,5898.0,8005.0,1.8530092592592593,2
ALL,South Asia,ALL,Assassination,ALL,ALL,ALL,4301,6701.0,5180.0,11881.0,2.7623808416647293,2
ALL,Middle East & North Africa,Turkey,ALL,ALL,ALL,ALL,4292,6888.0,9899.0,16787.0,3.9112301957129545,2
ALL,ALL,ALL,ALL,Transportation,Explosives,ALL,4262,8337.0,28484.0,36821.0,8.639371187236039,2
ALL,Middle East & North Africa,ALL,ALL,Government (General),ALL,ALL,4256,6654.0,13633.0,20287.0,4.766682330827067,2
ALL,ALL,ALL,Assassination,Private Citizens & Property,ALL,ALL,4234,6873.0,1764.0,8637.0,2.0399149740198395,2
ALL,ALL,Iraq,ALL,ALL,Firearms,ALL,4230,13341.0,5014.0,18355.0,4.339243498817967,2
ALL,ALL,ALL,Hostage Taking (Kidnapping),Private Citizens & Property,ALL,ALL,4226,11474.0,3108.0,14582.0,3.450544249881685,2
1980s,ALL,Peru,ALL,ALL,ALL,ALL,4223,8912.0,2218.0,11130.0,2.635567132370353,2
ALL,Western Europe,ALL,ALL,Business,ALL,ALL,4209,874.0,3776.0,4650.0,1.104775481111903,2
ALL,Middle East & North Africa,ALL,Assassination,ALL,ALL,ALL,4206,4774.0,4521.0,9295.0,2.2099381835473135,2
ALL,Middle East & North Africa,ALL,ALL,Business,ALL,ALL,4158,9640.0,22307.0,31947.0,7.683261183261183,2
ALL,Sub-Saharan Africa,Somalia,ALL,ALL,ALL,ALL,4142,10273.0,8875.0,19148.0,4.622887493964268,2
1980s,ALL,El Salvador,ALL,ALL,ALL,ALL,4123,10930.0,3533.0,14463.0,3.507882609750182,2
ALL,ALL,ALL,ALL,Police,ALL,2_Medium_6_20,4123,18893.0,21880.0,40773.0,9.889158379820518,2
2010s,ALL,ALL,Unknown,ALL,ALL,ALL,4089,18343.0,8072.0,26415.0,6.460014673514307,2
ALL,ALL,Colombia,ALL,ALL,ALL,0_None,4074,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,ALL,Business,Firearms,ALL,4023,6721.0,4773.0,11494.0,2.857071836937609,2
ALL,Southeast Asia,ALL,Armed Assault,ALL,ALL,ALL,4022,7745.0,5667.0,13412.0,3.334659373446047,2
1990s,Western Europe,ALL,ALL,ALL,ALL,ALL,3978,791.0,3478.0,4269.0,1.0731523378582202,2
1980s,ALL,ALL,ALL,Government (General),ALL,ALL,3966,3489.0,4538.0,8027.0,2.023953605648008,2
ALL,Sub-Saharan Africa,Nigeria,ALL,ALL,ALL,ALL,3907,22682.0,10239.0,32921.0,8.426158177629896,2
2010s,ALL,Philippines,ALL,ALL,ALL,ALL,3898,2755.0,4429.0,7184.0,1.8429964084145716,2
2010s,ALL,ALL,ALL,ALL,Incendiary,ALL,3882,1941.0,2346.0,4287.0,1.1043276661514683,2
ALL,ALL,ALL,ALL,Transportation,ALL,0_None,3876,0.0,0.0,0.0,0.0,2
ALL,South America,ALL,Armed Assault,ALL,ALL,ALL,3875,16814.0,3887.0,20701.0,5.342193548387097,2
ALL,ALL,Pakistan,Armed Assault,ALL,ALL,ALL,3859,7796.0,5857.0,13653.0,3.5379632029023065,2
ALL,Southeast Asia,Thailand,ALL,ALL,ALL,ALL,3849,2742.0,7818.0,10560.0,2.7435697583787997,2
1990s,ALL,ALL,ALL,Government (General),ALL,ALL,3812,3897.0,5828.0,9725.0,2.5511542497376705,2
ALL,ALL,Afghanistan,ALL,ALL,Firearms,ALL,3800,14628.0,8427.0,23055.0,6.067105263157894,2
ALL,South Asia,ALL,ALL,ALL,Unknown,ALL,3788,9757.0,7309.0,17066.0,4.5052798310454065,2
2010s,ALL,ALL,ALL,ALL,ALL,3_High_21_100,3781,64930.0,80594.5,145524.5,38.48836286696641,2
ALL,Middle East & North Africa,ALL,ALL,ALL,Unknown,ALL,3724,15026.0,3853.0,18879.0,5.069548872180451,2
ALL,ALL,Iraq,ALL,Police,ALL,ALL,3682,11006.0,17013.0,28019.0,7.609722976643129,2
ALL,Western Europe,ALL,ALL,ALL,Firearms,ALL,3651,3446.0,2290.0,5736.0,1.571076417419885,2
1990s,ALL,ALL,ALL,ALL,ALL,2_Medium_6_20,3596,20405.0,17319.0,37724.0,10.490545050055617,2
ALL,ALL,Philippines,ALL,ALL,Firearms,ALL,3582,6143.0,3745.0,9888.0,2.7604690117252932,2
2000s,ALL,ALL,ALL,Government (General),ALL,ALL,3576,6582.0,13363.0,19945.0,5.577460850111857,2
2010s,ALL,Nigeria,ALL,ALL,ALL,ALL,3569,21396.0,9590.0,30986.0,8.681983748949285,2
ALL,ALL,Afghanistan,ALL,Police,ALL,ALL,3558,13116.0,11779.0,24895.0,6.9969083754918495,2
1990s,ALL,ALL,ALL,Police,ALL,ALL,3499,7521.0,7752.0,15273.0,4.364961417547871,2
ALL,South America,ALL,ALL,Business,ALL,ALL,3494,1470.0,2479.0,3949.0,1.1302232398397252,2
2010s,ALL,Somalia,ALL,ALL,ALL,ALL,3488,8613.0,6564.0,15177.0,4.351204128440367,2
ALL,ALL,Peru,ALL,ALL,ALL,0_None,3461,0.0,0.0,0.0,0.0,2
1970s,ALL,ALL,ALL,ALL,ALL,1_Low_1_5,3457,3578.0,1556.0,5134.0,1.4851026901938096,2
ALL,ALL,Pakistan,ALL,Private Citizens & Property,ALL,ALL,3456,6976.0,12777.0,19753.0,5.71556712962963,2
ALL,ALL,ALL,Armed Assault,Government (General),ALL,ALL,3451,6761.0,5494.0,12255.0,3.551144595769342,2
ALL,ALL,ALL,Hostage Taking (Kidnapping),ALL,ALL,1_Low_1_5,3369,4656.0,1192.0,5848.0,1.7358266547937073,2
ALL,ALL,Colombia,ALL,ALL,Firearms,ALL,3364,9579.0,2341.0,11920.0,3.543400713436385,2
ALL,Western Europe,ALL,ALL,Private Citizens & Property,ALL,ALL,3350,1650.0,3180.0,4830.0,1.4417910447761193,2
ALL,ALL,El Salvador,ALL,ALL,ALL,0_None,3350,0.0,0.0,0.0,0.0,2
ALL,Middle East & North Africa,Yemen,ALL,ALL,ALL,ALL,3347,8776.0,9328.0,18104.0,5.409023005676725,2
ALL,ALL,Iraq,ALL,Military,ALL,ALL,3333,15587.0,13254.0,28841.0,8.653165316531654,2
2000s,ALL,ALL,ALL,Police,ALL,ALL,3332,9413.0,15259.0,24672.0,7.404561824729892,2
1980s,ALL,ALL,ALL,Police,ALL,ALL,3327,5985.0,4925.0,10910.0,3.2792305380222424,2
ALL,South Asia,ALL,Hostage Taking (Kidnapping),ALL,ALL,ALL,3277,4207.0,1350.0,5557.0,1.6957583155324993,2
ALL,Western Europe,Spain,ALL,ALL,ALL,ALL,3249,1288.0,4935.0,6223.0,1.915358571868267,2
ALL,Central America & Caribbean,ALL,Bombing/Explosion,ALL,ALL,ALL,3239,2611.0,2819.0,5430.0,1.6764433467119482,2
ALL,ALL,Philippines,ALL,ALL,ALL,1_Low_1_5,3229,3665.0,2795.0,6460.0,2.000619386807061,2
ALL,ALL,ALL,Assassination,ALL,Explosives,ALL,3216,3820.0,8248.0,12068.0,3.7524875621890548,2
ALL,ALL,Colombia,ALL,ALL,Explosives,ALL,3192,3051.0,7210.0,10261.0,3.2145989974937343,2
ALL,ALL,India,Armed Assault,ALL,ALL,ALL,3184,9378.0,5894.0,15272.0,4.796482412060302,2
ALL,ALL,Iraq,Armed Assault,ALL,ALL,ALL,3155,9175.0,4677.0,13852.0,4.390491283676703,2
1980s,ALL,ALL,ALL,ALL,ALL,2_Medium_6_20,3152,21243.0,12466.0,33709.0,10.694479695431472,2
ALL,South America,ALL,ALL,Private Citizens & Property,ALL,ALL,3152,9839.0,3269.0,13108.0,4.158629441624366,2
ALL,Central America & Caribbean,ALL,ALL,ALL,Explosives,ALL,3149,1869.0,2638.0,4507.0,1.4312480152429343,2
2010s,ALL,Yemen,ALL,ALL,ALL,ALL,3145,8492.0,8905.0,17397.0,5.531637519872814,2
ALL,ALL,India,ALL,Private Citizens & Property,ALL,ALL,3144,7011.0,8118.0,15129.0,4.812022900763359,2
ALL,ALL,Colombia,Bombing/Explosion,ALL,ALL,ALL,3128,2707.0,7170.0,9877.0,3.157608695652174,2
ALL,South Asia,ALL,ALL,Business,ALL,ALL,3123,4078.0,11231.0,15309.0,4.902017291066282,2
ALL,Sub-Saharan Africa,ALL,ALL,ALL,ALL,2_Medium_6_20,3120,20686.0,12513.5,33199.5,10.640865384615385,2
ALL,Middle East & North Africa,ALL,ALL,ALL,ALL,3_High_21_100,3119,46444.0,76320.0,122764.0,39.360051298493104,2
ALL,ALL,Peru,Bombing/Explosion,ALL,ALL,ALL,3115,1245.0,2218.0,3463.0,1.111717495987159,2
ALL,Eastern Europe,ALL,ALL,ALL,Explosives,ALL,3089,4700.0,9805.0,14505.0,4.695694399482033,2
ALL,Central America & Caribbean,ALL,ALL,Military,ALL,ALL,3065,19110.0,4897.0,24007.0,7.832626427406199,2
ALL,ALL,Peru,ALL,ALL,Explosives,ALL,3057,980.0,2051.0,3031.0,0.9914949296696107,2
ALL,Western Europe,ALL,ALL,ALL,Incendiary,ALL,3056,83.0,604.0,687.0,0.22480366492146597,2
ALL,South Asia,Sri Lanka,ALL,ALL,ALL,ALL,3022,15530.0,15561.0,31091.0,10.288219722038384,2
ALL,Sub-Saharan Africa,ALL,ALL,Military,ALL,ALL,3021,15225.0,6709.0,21934.0,7.260509764978484,2
ALL,ALL,Colombia,ALL,ALL,ALL,1_Low_1_5,2995,4658.0,1855.0,6513.0,2.1746243739565942,2
1970s,ALL,ALL,ALL,ALL,Firearms,ALL,2994,3950.0,1779.0,5729.0,1.913493653974616,2
ALL,ALL,ALL,Facility/Infrastructure Attack,Business,ALL,ALL,2989,1133.0,690.0,1823.0,0.6099029775844764,2
1980s,ALL,ALL,ALL,ALL,Unknown,ALL,2962,6879.0,2443.0,9322.0,3.147197839297772,2
1980s,ALL,Colombia,ALL,ALL,ALL,ALL,2951,6022.0,2230.0,8252.0,2.796340223652999,2
ALL,Western Europe,ALL,Assassination,ALL,ALL,ALL,2938,2673.0,801.0,3474.0,1.182437031994554,2
1990s,ALL,ALL,ALL,Military,ALL,ALL,2935,12030.0,7747.0,19777.0,6.738330494037479,2
ALL,Central America & Caribbean,ALL,ALL,ALL,ALL,1_Low_1_5,2892,4337.0,1757.0,6094.0,2.107192254495159,2
ALL,ALL,Afghanistan,ALL,ALL,ALL,2_Medium_6_20,2892,14444.0,14465.0,28909.0,9.996196403872752,2
ALL,ALL,ALL,Unknown,ALL,ALL,1_Low_1_5,2884,5085.0,2058.0,7143.0,2.4767683772538143,2
1980s,Middle East & North Africa,ALL,ALL,ALL,ALL,ALL,2883,5264.0,11062.0,16326.0,5.662851196670135,2
ALL,ALL,Afghanistan,Armed Assault,ALL,ALL,ALL,2877,13367.0,8401.0,21768.0,7.566214807090719,2
1980s,South Asia,ALL,ALL,ALL,ALL,ALL,2871,9834.0,10241.0,20075.0,6.992337164750958,2
ALL,ALL,ALL,Assassination,Police,ALL,ALL,2851,3453.0,2191.0,5644.0,1.9796562609610664,2
ALL,South America,ALL,ALL,Government (General),ALL,ALL,2849,2284.0,1975.0,4259.0,1.494910494910495,2
ALL,North America,United States,ALL,ALL,ALL,ALL,2836,3771.0,20702.0,24473.0,8.629407616361071,2
1990s,ALL,Colombia,ALL,ALL,ALL,ALL,2833,5501.0,3592.0,9093.0,3.2096717260854217,2
ALL,ALL,United Kingdom,ALL,ALL,ALL,1_Low_1_5,2832,2631.0,1187.0,3818.0,1.3481638418079096,2
ALL,ALL,ALL,ALL,Business,Incendiary,ALL,2825,774.0,704.0,1478.0,0.5231858407079646,2
1990s,ALL,ALL,ALL,ALL,Incendiary,ALL,2805,855.0,1372.0,2227.0,0.793939393939394,2
ALL,Eastern Europe,ALL,Bombing/Explosion,ALL,ALL,ALL,2766,3725.0,8262.0,11987.0,4.333694866232827,2
1990s,ALL,ALL,ALL,ALL,Unknown,ALL,2764,8042.0,4610.0,12652.0,4.577424023154848,2
ALL,South America,ALL,Assassination,ALL,ALL,ALL,2745,4239.0,655.0,4894.0,1.7828779599271403,2
ALL,Middle East & North Africa,Algeria,ALL,ALL,ALL,ALL,2743,11066.0,9150.0,20216.0,7.370032810791105,2
ALL,ALL,El Salvador,ALL,ALL,Firearms,ALL,2725,10509.0,3566.0,14075.0,5.165137614678899,2
ALL,ALL,Philippines,ALL,ALL,ALL,0_None,2724,0.0,0.0,0.0,0.0,2
ALL,ALL,ALL,ALL,Private Citizens & Property,ALL,3_High_21_100,2712,47488.0,59561.5,107049.5,39.47252949852508,2
2000s,Southeast Asia,ALL,ALL,ALL,ALL,ALL,2707,3602.0,8295.0,11897.0,4.3949021056520134,2
ALL,Western Europe,France,ALL,ALL,ALL,ALL,2693,534.0,2516.0,3050.0,1.1325659116227256,2
1990s,Sub-Saharan Africa,ALL,ALL,ALL,ALL,ALL,2688,16069.0,12427.0,28496.0,10.601190476190476,2
2010s,Eastern Europe,ALL,ALL,ALL,ALL,ALL,2687,3209.0,4914.0,8123.0,3.0230740602902864,2
ALL,ALL,ALL,ALL,Military,Unknown,ALL,2670,12778.0,4963.0,17741.0,6.644569288389513,2
ALL,Middle East & North Africa,ALL,Hostage Taking (Kidnapping),ALL,ALL,ALL,2666,12722.0,1518.0,14240.0,5.341335333833459,2
ALL,ALL,ALL,ALL,ALL,Melee,1_Low_1_5,2643,2759.0,1665.0,4424.0,1.6738554672720394,2
ALL,Western Europe,ALL,Facility/Infrastructure Attack,ALL,ALL,ALL,2631,58.0,374.0,432.0,0.16419612314709237,2
ALL,ALL,Afghanistan,ALL,Private Citizens & Property,ALL,ALL,2626,8391.0,9770.0,18161.0,6.915841584158416,2
ALL,Eastern Europe,ALL,ALL,ALL,ALL,0_None,2578,0.0,0.0,0.0,0.0,2
